Dad,Tom,Will,AFC Wildcard 1,AFC Wildcard 2,AFC Divisional 1,AFC Divisional 2,AFC Championship,NFC Wildcard 1,NFC Wildcard 2,NFC Divisional 1,NFC Divisional 2,NFC Championship,Super Bowl,p
7,1,2,Chargers,Colts,Chiefs,Pats,Pats,Cowboys,Eagles,Saints,Cowboys,Cowboys,Cowboys,2.44540296e-4
7,1,2,Ravens,Texans,Ravens,Pats,Pats,Cowboys,Eagles,Saints,Cowboys,Cowboys,Cowboys,2.9641248e-4
7,1,2,Chargers,Texans,Chargers,Pats,Pats,Cowboys,Eagles,Saints,Cowboys,Cowboys,Cowboys,2.0995884000000003e-4
7,0,3,Ravens,Colts,Colts,Pats,Pats,Cowboys,Eagles,Saints,Cowboys,Cowboys,Cowboys,1.9849049999999999e-4
7,0,3,Chargers,Colts,Colts,Pats,Pats,Cowboys,Eagles,Saints,Cowboys,Cowboys,Cowboys,1.32327e-4
5,4,1,Ravens,Texans,Chiefs,Texans,Texans,Cowboys,Eagles,Saints,Cowboys,Cowboys,Cowboys,2.012283e-4
5,4,1,Chargers,Texans,Chiefs,Texans,Texans,Cowboys,Eagles,Saints,Cowboys,Cowboys,Cowboys,1.3415220000000003e-4
5,1,4,Ravens,Colts,Chiefs,Ravens,Ravens,Cowboys,Eagles,Saints,Cowboys,Cowboys,Cowboys,2.3189166e-4
5,1,4,Chargers,Colts,Chiefs,Chargers,Chargers,Cowboys,Eagles,Saints,Cowboys,Cowboys,Cowboys,1.6864848e-4
6,1,3,Ravens,Texans,Ravens,Pats,Ravens,Cowboys,Eagles,Saints,Cowboys,Cowboys,Cowboys,2.9981952000000003e-4
6,1,3,Chargers,Texans,Chargers,Pats,Chargers,Cowboys,Eagles,Saints,Cowboys,Cowboys,Cowboys,2.1805056000000003e-4
6,0,4,Ravens,Colts,Colts,Pats,Colts,Cowboys,Eagles,Saints,Cowboys,Cowboys,Cowboys,1.46016e-4
6,0,4,Chargers,Colts,Colts,Pats,Colts,Cowboys,Eagles,Saints,Cowboys,Cowboys,Cowboys,9.734400000000002e-5
2,7,1,Ravens,Texans,Chiefs,Pats,Chiefs,Seahawks,Eagles,Saints,Seahawks,Seahawks,Seahawks,8.503971840000002e-4
2,7,1,Chargers,Texans,Chiefs,Pats,Chiefs,Seahawks,Eagles,Saints,Seahawks,Seahawks,Seahawks,5.669314560000001e-4
2,6,2,Ravens,Colts,Chiefs,Pats,Chiefs,Seahawks,Eagles,Saints,Seahawks,Seahawks,Seahawks,6.68169216e-4
2,6,2,Chargers,Colts,Chiefs,Pats,Chiefs,Seahawks,Eagles,Saints,Seahawks,Seahawks,Seahawks,4.454461440000001e-4
1,8,1,Ravens,Texans,Chiefs,Texans,Chiefs,Seahawks,Eagles,Saints,Seahawks,Seahawks,Seahawks,4.270968e-4
1,8,1,Chargers,Texans,Chiefs,Texans,Chiefs,Seahawks,Eagles,Saints,Seahawks,Seahawks,Seahawks,2.8473120000000005e-4
1,6,3,Ravens,Colts,Chiefs,Ravens,Chiefs,Seahawks,Eagles,Saints,Seahawks,Seahawks,Seahawks,4.1760576000000004e-4
1,6,3,Chargers,Colts,Chiefs,Chargers,Chiefs,Seahawks,Eagles,Saints,Seahawks,Seahawks,Seahawks,2.9580408000000005e-4
3,6,1,Ravens,Texans,Chiefs,Pats,Pats,Seahawks,Eagles,Saints,Seahawks,Seahawks,Seahawks,6.22466208e-4
3,6,1,Chargers,Texans,Chiefs,Pats,Pats,Seahawks,Eagles,Saints,Seahawks,Seahawks,Seahawks,4.149774720000001e-4
3,5,2,Ravens,Colts,Chiefs,Pats,Pats,Seahawks,Eagles,Saints,Seahawks,Seahawks,Seahawks,4.89080592e-4
3,5,2,Chargers,Colts,Chiefs,Pats,Pats,Seahawks,Eagles,Saints,Seahawks,Seahawks,Seahawks,3.2605372800000005e-4
3,5,2,Ravens,Texans,Ravens,Pats,Pats,Seahawks,Eagles,Saints,Seahawks,Seahawks,Seahawks,3.9521664000000004e-4
3,5,2,Chargers,Texans,Chargers,Pats,Pats,Seahawks,Eagles,Saints,Seahawks,Seahawks,Seahawks,2.7994512000000004e-4
3,4,3,Ravens,Colts,Colts,Pats,Pats,Seahawks,Eagles,Saints,Seahawks,Seahawks,Seahawks,2.6465399999999996e-4
3,4,3,Chargers,Colts,Colts,Pats,Pats,Seahawks,Eagles,Saints,Seahawks,Seahawks,Seahawks,1.76436e-4
1,8,1,Ravens,Texans,Chiefs,Texans,Texans,Seahawks,Eagles,Saints,Seahawks,Seahawks,Seahawks,2.6830440000000005e-4
1,8,1,Chargers,Texans,Chiefs,Texans,Texans,Seahawks,Eagles,Saints,Seahawks,Seahawks,Seahawks,1.7886960000000005e-4
1,5,4,Ravens,Colts,Chiefs,Ravens,Ravens,Seahawks,Eagles,Saints,Seahawks,Seahawks,Seahawks,3.0918888e-4
1,5,4,Chargers,Colts,Chiefs,Chargers,Chargers,Seahawks,Eagles,Saints,Seahawks,Seahawks,Seahawks,2.2486464000000004e-4
2,5,3,Ravens,Texans,Ravens,Pats,Ravens,Seahawks,Eagles,Saints,Seahawks,Seahawks,Seahawks,3.997593600000001e-4
2,5,3,Chargers,Texans,Chargers,Pats,Chargers,Seahawks,Eagles,Saints,Seahawks,Seahawks,Seahawks,2.9073408000000007e-4
2,4,4,Ravens,Colts,Colts,Pats,Colts,Seahawks,Eagles,Saints,Seahawks,Seahawks,Seahawks,1.9468800000000002e-4
2,4,4,Chargers,Colts,Colts,Pats,Colts,Seahawks,Eagles,Saints,Seahawks,Seahawks,Seahawks,1.2979200000000002e-4
5,3,3,Ravens,Texans,Chiefs,Pats,Chiefs,Cowboys,Bears,Cowboys,Rams,Cowboys,Cowboys,9.054968832e-4
5,3,3,Chargers,Texans,Chiefs,Pats,Chiefs,Cowboys,Bears,Cowboys,Rams,Cowboys,Cowboys,6.036645888e-4
5,2,4,Ravens,Colts,Chiefs,Pats,Chiefs,Cowboys,Bears,Cowboys,Rams,Cowboys,Cowboys,7.114618368e-4
5,2,4,Chargers,Colts,Chiefs,Pats,Chiefs,Cowboys,Bears,Cowboys,Rams,Cowboys,Cowboys,4.743078912e-4
4,4,3,Ravens,Texans,Chiefs,Texans,Chiefs,Cowboys,Bears,Cowboys,Rams,Cowboys,Cowboys,4.5476963999999993e-4
4,4,3,Chargers,Texans,Chiefs,Texans,Chiefs,Cowboys,Bears,Cowboys,Rams,Cowboys,Cowboys,3.0317976e-4
4,2,5,Ravens,Colts,Chiefs,Ravens,Chiefs,Cowboys,Bears,Cowboys,Rams,Cowboys,Cowboys,4.4466364799999994e-4
4,2,5,Chargers,Colts,Chiefs,Chargers,Chiefs,Cowboys,Bears,Cowboys,Rams,Cowboys,Cowboys,3.14970084e-4
6,2,3,Ravens,Texans,Chiefs,Pats,Pats,Cowboys,Bears,Cowboys,Rams,Cowboys,Cowboys,6.627975983999999e-4
6,2,3,Chargers,Texans,Chiefs,Pats,Pats,Cowboys,Bears,Cowboys,Rams,Cowboys,Cowboys,4.418650656e-4
6,1,4,Ravens,Colts,Chiefs,Pats,Pats,Cowboys,Bears,Cowboys,Rams,Cowboys,Cowboys,5.207695415999999e-4
6,1,4,Chargers,Colts,Chiefs,Pats,Pats,Cowboys,Bears,Cowboys,Rams,Cowboys,Cowboys,3.4717969439999993e-4
6,1,4,Ravens,Texans,Ravens,Pats,Pats,Cowboys,Bears,Cowboys,Rams,Cowboys,Cowboys,4.2082387199999995e-4
6,1,4,Chargers,Texans,Chargers,Pats,Pats,Cowboys,Bears,Cowboys,Rams,Cowboys,Cowboys,2.98083576e-4
6,0,5,Ravens,Colts,Colts,Pats,Pats,Cowboys,Bears,Cowboys,Rams,Cowboys,Cowboys,2.8180169999999995e-4
6,0,5,Chargers,Colts,Colts,Pats,Pats,Cowboys,Bears,Cowboys,Rams,Cowboys,Cowboys,1.8786779999999996e-4
4,4,3,Ravens,Texans,Chiefs,Texans,Texans,Cowboys,Bears,Cowboys,Rams,Cowboys,Cowboys,2.8568862e-4
4,4,3,Chargers,Texans,Chiefs,Texans,Texans,Cowboys,Bears,Cowboys,Rams,Cowboys,Cowboys,1.9045908e-4
4,1,6,Ravens,Colts,Chiefs,Ravens,Ravens,Cowboys,Bears,Cowboys,Rams,Cowboys,Cowboys,3.29222124e-4
4,1,6,Chargers,Colts,Chiefs,Chargers,Chargers,Cowboys,Bears,Cowboys,Rams,Cowboys,Cowboys,2.3943427199999998e-4
5,1,5,Ravens,Texans,Ravens,Pats,Ravens,Cowboys,Bears,Cowboys,Rams,Cowboys,Cowboys,4.25660928e-4
5,1,5,Chargers,Texans,Chargers,Pats,Chargers,Cowboys,Bears,Cowboys,Rams,Cowboys,Cowboys,3.09571584e-4
5,0,6,Ravens,Colts,Colts,Pats,Colts,Cowboys,Bears,Cowboys,Rams,Cowboys,Cowboys,2.0730239999999998e-4
5,0,6,Chargers,Colts,Colts,Pats,Colts,Cowboys,Bears,Cowboys,Rams,Cowboys,Cowboys,1.382016e-4
1,7,3,Ravens,Texans,Chiefs,Pats,Chiefs,Seahawks,Bears,Seahawks,Rams,Seahawks,Seahawks,0.0012073291776
1,7,3,Chargers,Texans,Chiefs,Pats,Chiefs,Seahawks,Bears,Seahawks,Rams,Seahawks,Seahawks,8.048861184000001e-4
1,6,4,Ravens,Colts,Chiefs,Pats,Chiefs,Seahawks,Bears,Seahawks,Rams,Seahawks,Seahawks,9.486157824e-4
1,6,4,Chargers,Colts,Chiefs,Pats,Chiefs,Seahawks,Bears,Seahawks,Rams,Seahawks,Seahawks,6.324105216000001e-4
0,8,3,Ravens,Texans,Chiefs,Texans,Chiefs,Seahawks,Bears,Seahawks,Rams,Seahawks,Seahawks,6.0635952e-4
0,8,3,Chargers,Texans,Chiefs,Texans,Chiefs,Seahawks,Bears,Seahawks,Rams,Seahawks,Seahawks,4.0423968e-4
0,6,5,Ravens,Colts,Chiefs,Ravens,Chiefs,Seahawks,Bears,Seahawks,Rams,Seahawks,Seahawks,5.928848639999999e-4
0,6,5,Chargers,Colts,Chiefs,Chargers,Chiefs,Seahawks,Bears,Seahawks,Rams,Seahawks,Seahawks,4.19960112e-4
2,6,3,Ravens,Texans,Chiefs,Pats,Pats,Seahawks,Bears,Seahawks,Rams,Seahawks,Seahawks,8.837301312e-4
2,6,3,Chargers,Texans,Chiefs,Pats,Pats,Seahawks,Bears,Seahawks,Rams,Seahawks,Seahawks,5.891534208e-4
2,5,4,Ravens,Colts,Chiefs,Pats,Pats,Seahawks,Bears,Seahawks,Rams,Seahawks,Seahawks,6.943593887999999e-4
2,5,4,Chargers,Colts,Chiefs,Pats,Pats,Seahawks,Bears,Seahawks,Rams,Seahawks,Seahawks,4.6290625919999997e-4
2,5,4,Ravens,Texans,Ravens,Pats,Pats,Seahawks,Bears,Seahawks,Rams,Seahawks,Seahawks,5.61098496e-4
2,5,4,Chargers,Texans,Chargers,Pats,Pats,Seahawks,Bears,Seahawks,Rams,Seahawks,Seahawks,3.97444768e-4
2,4,5,Ravens,Colts,Colts,Pats,Pats,Seahawks,Bears,Seahawks,Rams,Seahawks,Seahawks,3.757355999999999e-4
2,4,5,Chargers,Colts,Colts,Pats,Pats,Seahawks,Bears,Seahawks,Rams,Seahawks,Seahawks,2.504904e-4
0,8,3,Ravens,Texans,Chiefs,Texans,Texans,Seahawks,Bears,Seahawks,Rams,Seahawks,Seahawks,3.8091816e-4
0,8,3,Chargers,Texans,Chiefs,Texans,Texans,Seahawks,Bears,Seahawks,Rams,Seahawks,Seahawks,2.5394544e-4
0,5,6,Ravens,Colts,Chiefs,Ravens,Ravens,Seahawks,Bears,Seahawks,Rams,Seahawks,Seahawks,4.3896283199999997e-4
0,5,6,Chargers,Colts,Chiefs,Chargers,Chargers,Seahawks,Bears,Seahawks,Rams,Seahawks,Seahawks,3.19245696e-4
1,5,5,Ravens,Texans,Ravens,Pats,Ravens,Seahawks,Bears,Seahawks,Rams,Seahawks,Seahawks,5.67547904e-4
1,5,5,Chargers,Texans,Chargers,Pats,Chargers,Seahawks,Bears,Seahawks,Rams,Seahawks,Seahawks,4.1276211200000004e-4
1,4,6,Ravens,Colts,Colts,Pats,Colts,Seahawks,Bears,Seahawks,Rams,Seahawks,Seahawks,2.764032e-4
1,4,6,Chargers,Colts,Colts,Pats,Colts,Seahawks,Bears,Seahawks,Rams,Seahawks,Seahawks,1.8426880000000002e-4
2,3,2,Ravens,Texans,Chiefs,Pats,Chiefs,Cowboys,Eagles,Eagles,Rams,Eagles,Eagles,0.0010687832064000002
2,3,2,Chargers,Texans,Chiefs,Pats,Chiefs,Cowboys,Eagles,Eagles,Rams,Eagles,Eagles,7.125221376000001e-4
2,2,3,Ravens,Colts,Chiefs,Pats,Chiefs,Cowboys,Eagles,Eagles,Rams,Eagles,Eagles,8.397582336e-4
2,2,3,Chargers,Colts,Chiefs,Pats,Chiefs,Cowboys,Eagles,Eagles,Rams,Eagles,Eagles,5.598388224000001e-4
1,4,2,Ravens,Texans,Chiefs,Texans,Chiefs,Cowboys,Eagles,Eagles,Rams,Eagles,Eagles,5.3677728e-4
1,4,2,Chargers,Texans,Chiefs,Texans,Chiefs,Cowboys,Eagles,Eagles,Rams,Eagles,Eagles,3.5785152000000005e-4
1,2,4,Ravens,Colts,Chiefs,Ravens,Chiefs,Cowboys,Eagles,Eagles,Rams,Eagles,Eagles,5.248488960000001e-4
1,2,4,Chargers,Colts,Chiefs,Chargers,Chiefs,Cowboys,Eagles,Eagles,Rams,Eagles,Eagles,3.7176796800000004e-4
3,2,2,Ravens,Texans,Chiefs,Pats,Pats,Cowboys,Eagles,Eagles,Rams,Eagles,Eagles,7.823184768e-4
3,2,2,Chargers,Texans,Chiefs,Pats,Pats,Cowboys,Eagles,Eagles,Rams,Eagles,Eagles,5.215456512000001e-4
3,1,3,Ravens,Colts,Chiefs,Pats,Pats,Cowboys,Eagles,Eagles,Rams,Eagles,Eagles,6.146788032e-4
3,1,3,Chargers,Colts,Chiefs,Pats,Pats,Cowboys,Eagles,Eagles,Rams,Eagles,Eagles,4.097858688e-4
3,1,3,Ravens,Texans,Ravens,Pats,Pats,Cowboys,Eagles,Eagles,Rams,Eagles,Eagles,4.96710144e-4
3,1,3,Chargers,Texans,Chargers,Pats,Pats,Cowboys,Eagles,Eagles,Rams,Eagles,Eagles,3.5183635200000007e-4
3,0,4,Ravens,Colts,Colts,Pats,Pats,Cowboys,Eagles,Eagles,Rams,Eagles,Eagles,3.3261839999999994e-4
3,0,4,Chargers,Colts,Colts,Pats,Pats,Cowboys,Eagles,Eagles,Rams,Eagles,Eagles,2.217456e-4
1,4,2,Ravens,Texans,Chiefs,Texans,Texans,Cowboys,Eagles,Eagles,Rams,Eagles,Eagles,3.3720624e-4
1,4,2,Chargers,Texans,Chiefs,Texans,Texans,Cowboys,Eagles,Eagles,Rams,Eagles,Eagles,2.2480416000000004e-4
1,1,5,Ravens,Colts,Chiefs,Ravens,Ravens,Cowboys,Eagles,Eagles,Rams,Eagles,Eagles,3.8859004800000004e-4
1,1,5,Chargers,Colts,Chiefs,Chargers,Chargers,Cowboys,Eagles,Eagles,Rams,Eagles,Eagles,2.82610944e-4
2,1,4,Ravens,Texans,Ravens,Pats,Ravens,Cowboys,Eagles,Eagles,Rams,Eagles,Eagles,5.024194560000001e-4
2,1,4,Chargers,Texans,Chargers,Pats,Chargers,Cowboys,Eagles,Eagles,Rams,Eagles,Eagles,3.6539596800000006e-4
2,0,5,Ravens,Colts,Colts,Pats,Colts,Cowboys,Eagles,Eagles,Rams,Eagles,Eagles,2.446848e-4
2,0,5,Chargers,Colts,Colts,Pats,Colts,Cowboys,Eagles,Eagles,Rams,Eagles,Eagles,1.6312320000000003e-4
1,4,2,Ravens,Texans,Chiefs,Pats,Chiefs,Seahawks,Eagles,Eagles,Rams,Eagles,Eagles,9.104449536000001e-4
1,4,2,Chargers,Texans,Chiefs,Pats,Chiefs,Seahawks,Eagles,Eagles,Rams,Eagles,Eagles,6.069633024000001e-4
1,3,3,Ravens,Colts,Chiefs,Pats,Chiefs,Seahawks,Eagles,Eagles,Rams,Eagles,Eagles,7.153496064e-4
1,3,3,Chargers,Colts,Chiefs,Pats,Chiefs,Seahawks,Eagles,Eagles,Rams,Eagles,Eagles,4.7689973760000004e-4
0,5,2,Ravens,Texans,Chiefs,Texans,Chiefs,Seahawks,Eagles,Eagles,Rams,Eagles,Eagles,4.5725472e-4
0,5,2,Chargers,Texans,Chiefs,Texans,Chiefs,Seahawks,Eagles,Eagles,Rams,Eagles,Eagles,3.0483648000000004e-4
0,3,4,Ravens,Colts,Chiefs,Ravens,Chiefs,Seahawks,Eagles,Eagles,Rams,Eagles,Eagles,4.47093504e-4
0,3,4,Chargers,Colts,Chiefs,Chargers,Chiefs,Seahawks,Eagles,Eagles,Rams,Eagles,Eagles,3.16691232e-4
2,3,2,Ravens,Texans,Chiefs,Pats,Pats,Seahawks,Eagles,Eagles,Rams,Eagles,Eagles,6.664194432e-4
2,3,2,Chargers,Texans,Chiefs,Pats,Pats,Seahawks,Eagles,Eagles,Rams,Eagles,Eagles,4.4427962880000003e-4
2,2,3,Ravens,Colts,Chiefs,Pats,Pats,Seahawks,Eagles,Eagles,Rams,Eagles,Eagles,5.236152768e-4
2,2,3,Chargers,Colts,Chiefs,Pats,Pats,Seahawks,Eagles,Eagles,Rams,Eagles,Eagles,3.490768512e-4
2,2,3,Ravens,Texans,Ravens,Pats,Pats,Seahawks,Eagles,Eagles,Rams,Eagles,Eagles,4.23123456e-4
2,2,3,Chargers,Texans,Chargers,Pats,Pats,Seahawks,Eagles,Eagles,Rams,Eagles,Eagles,2.9971244800000005e-4
2,1,4,Ravens,Colts,Colts,Pats,Pats,Seahawks,Eagles,Eagles,Rams,Eagles,Eagles,2.833416e-4
2,1,4,Chargers,Colts,Colts,Pats,Pats,Seahawks,Eagles,Eagles,Rams,Eagles,Eagles,1.888944e-4
0,5,2,Ravens,Texans,Chiefs,Texans,Texans,Seahawks,Eagles,Eagles,Rams,Eagles,Eagles,2.8724976e-4
0,5,2,Chargers,Texans,Chiefs,Texans,Texans,Seahawks,Eagles,Eagles,Rams,Eagles,Eagles,1.9149984000000004e-4
0,2,5,Ravens,Colts,Chiefs,Ravens,Ravens,Seahawks,Eagles,Eagles,Rams,Eagles,Eagles,3.31021152e-4
0,2,5,Chargers,Colts,Chiefs,Chargers,Chargers,Seahawks,Eagles,Eagles,Rams,Eagles,Eagles,2.4074265600000001e-4
1,2,4,Ravens,Texans,Ravens,Pats,Ravens,Seahawks,Eagles,Eagles,Rams,Eagles,Eagles,4.2798694400000007e-4
1,2,4,Chargers,Texans,Chargers,Pats,Chargers,Seahawks,Eagles,Eagles,Rams,Eagles,Eagles,3.1126323200000004e-4
1,1,5,Ravens,Colts,Colts,Pats,Colts,Seahawks,Eagles,Eagles,Rams,Eagles,Eagles,2.0843520000000002e-4
1,1,5,Chargers,Colts,Colts,Pats,Colts,Seahawks,Eagles,Eagles,Rams,Eagles,Eagles,1.3895680000000003e-4
