Dad,Tom,Will,AFC Wildcard 1,AFC Wildcard 2,AFC Divisional 1,AFC Divisional 2,AFC Championship,NFC Wildcard 1,NFC Wildcard 2,NFC Divisional 1,NFC Divisional 2,NFC Championship,Super Bowl,p
3,0,8,Chargers,Colts,Colts,Pats,Colts,Cowboys,Bears,Saints,Bears,Bears,Colts,3.5043840000000004e-4
2,5,4,Ravens,Texans,Chiefs,Pats,Chiefs,Seahawks,Bears,Saints,Bears,Bears,Chiefs,0.0016717209600000003
2,5,4,Chargers,Texans,Chiefs,Pats,Chiefs,Seahawks,Bears,Saints,Bears,Bears,Chiefs,0.0011144806400000004
2,4,5,Ravens,Colts,Chiefs,Pats,Chiefs,Seahawks,Bears,Saints,Bears,Bears,Chiefs,0.0013134950400000003
2,4,5,Chargers,Colts,Chiefs,Pats,Chiefs,Seahawks,Bears,Saints,Bears,Bears,Chiefs,8.756633600000002e-4
1,6,4,Ravens,Texans,Chiefs,Texans,Chiefs,Seahawks,Bears,Saints,Bears,Bears,Chiefs,8.395920000000001e-4
1,6,4,Chargers,Texans,Chiefs,Texans,Chiefs,Seahawks,Bears,Saints,Bears,Bears,Chiefs,5.597280000000001e-4
1,4,6,Ravens,Colts,Chiefs,Ravens,Chiefs,Seahawks,Bears,Saints,Bears,Bears,Chiefs,8.209344000000001e-4
1,4,6,Chargers,Colts,Chiefs,Chargers,Chiefs,Seahawks,Bears,Saints,Bears,Bears,Chiefs,5.814952000000002e-4
4,3,4,Ravens,Texans,Chiefs,Pats,Pats,Seahawks,Bears,Saints,Bears,Bears,Pats,0.0011519202240000003
4,3,4,Chargers,Texans,Chiefs,Pats,Pats,Seahawks,Bears,Saints,Bears,Bears,Pats,7.679468160000002e-4
4,2,5,Ravens,Colts,Chiefs,Pats,Pats,Seahawks,Bears,Saints,Bears,Bears,Pats,9.050801760000001e-4
4,2,5,Chargers,Colts,Chiefs,Pats,Pats,Seahawks,Bears,Saints,Bears,Bears,Pats,6.033867840000001e-4
4,2,5,Ravens,Texans,Ravens,Pats,Pats,Seahawks,Bears,Saints,Bears,Bears,Pats,7.313779200000002e-4
4,2,5,Chargers,Texans,Chargers,Pats,Pats,Seahawks,Bears,Saints,Bears,Bears,Pats,5.180593600000002e-4
4,1,6,Ravens,Colts,Colts,Pats,Pats,Seahawks,Bears,Saints,Bears,Bears,Pats,4.89762e-4
4,1,6,Chargers,Colts,Colts,Pats,Pats,Seahawks,Bears,Saints,Bears,Bears,Pats,3.265080000000001e-4
1,6,4,Ravens,Texans,Chiefs,Texans,Texans,Seahawks,Bears,Saints,Bears,Bears,Texans,4.407858e-4
1,6,4,Chargers,Texans,Chiefs,Texans,Texans,Seahawks,Bears,Saints,Bears,Bears,Texans,2.9385720000000003e-4
1,2,8,Ravens,Colts,Chiefs,Ravens,Ravens,Seahawks,Bears,Saints,Bears,Bears,Ravens,6.4648584e-4
1,2,8,Chargers,Colts,Chiefs,Chargers,Chargers,Seahawks,Bears,Saints,Bears,Bears,Chargers,4.3099056000000006e-4
2,2,7,Ravens,Texans,Ravens,Pats,Ravens,Seahawks,Bears,Saints,Bears,Bears,Ravens,8.358604800000002e-4
2,2,7,Chargers,Texans,Chargers,Pats,Chargers,Seahawks,Bears,Saints,Bears,Bears,Chargers,5.572403200000001e-4
2,1,8,Ravens,Colts,Colts,Pats,Colts,Seahawks,Bears,Saints,Bears,Bears,Colts,4.477824e-4
2,1,8,Chargers,Colts,Colts,Pats,Colts,Seahawks,Bears,Saints,Bears,Bears,Colts,2.9852160000000004e-4
5,4,1,Ravens,Texans,Chiefs,Pats,Chiefs,Cowboys,Eagles,Saints,Cowboys,Cowboys,Chiefs,6.541516800000002e-4
5,4,1,Chargers,Texans,Chiefs,Pats,Chiefs,Cowboys,Eagles,Saints,Cowboys,Cowboys,Chiefs,4.361011200000001e-4
5,3,2,Ravens,Colts,Chiefs,Pats,Chiefs,Cowboys,Eagles,Saints,Cowboys,Cowboys,Chiefs,5.1397632e-4
5,3,2,Chargers,Colts,Chiefs,Pats,Chiefs,Cowboys,Eagles,Saints,Cowboys,Cowboys,Chiefs,3.4265088000000007e-4
4,5,1,Ravens,Texans,Chiefs,Texans,Chiefs,Cowboys,Eagles,Saints,Cowboys,Cowboys,Chiefs,3.28536e-4
4,5,1,Chargers,Texans,Chiefs,Texans,Chiefs,Cowboys,Eagles,Saints,Cowboys,Cowboys,Chiefs,2.1902400000000004e-4
4,3,3,Ravens,Colts,Chiefs,Ravens,Chiefs,Cowboys,Eagles,Saints,Cowboys,Cowboys,Chiefs,3.212352e-4
4,3,3,Chargers,Colts,Chiefs,Chargers,Chiefs,Cowboys,Eagles,Saints,Cowboys,Cowboys,Chiefs,2.2754160000000004e-4
7,2,1,Ravens,Texans,Chiefs,Pats,Pats,Cowboys,Eagles,Saints,Cowboys,Cowboys,Pats,4.507513920000001e-4
7,2,1,Chargers,Texans,Chiefs,Pats,Pats,Cowboys,Eagles,Saints,Cowboys,Cowboys,Pats,3.0050092800000007e-4
7,1,2,Ravens,Colts,Chiefs,Pats,Pats,Cowboys,Eagles,Saints,Cowboys,Cowboys,Pats,3.5416180800000005e-4
7,1,2,Chargers,Colts,Chiefs,Pats,Pats,Cowboys,Eagles,Saints,Cowboys,Cowboys,Pats,2.3610787200000003e-4
7,1,2,Ravens,Texans,Ravens,Pats,Pats,Cowboys,Eagles,Saints,Cowboys,Cowboys,Pats,2.8619136000000006e-4
7,1,2,Chargers,Texans,Chargers,Pats,Pats,Cowboys,Eagles,Saints,Cowboys,Cowboys,Pats,2.0271888000000007e-4
7,0,3,Ravens,Colts,Colts,Pats,Pats,Cowboys,Eagles,Saints,Cowboys,Cowboys,Pats,1.9164600000000001e-4
7,0,3,Chargers,Colts,Colts,Pats,Pats,Cowboys,Eagles,Saints,Cowboys,Cowboys,Pats,1.2776400000000002e-4
4,5,1,Ravens,Texans,Chiefs,Texans,Texans,Cowboys,Eagles,Saints,Cowboys,Cowboys,Texans,1.724814e-4
4,5,1,Chargers,Texans,Chiefs,Texans,Texans,Cowboys,Eagles,Saints,Cowboys,Cowboys,Texans,1.149876e-4
4,1,5,Ravens,Colts,Chiefs,Ravens,Ravens,Cowboys,Eagles,Saints,Cowboys,Cowboys,Ravens,2.5297272e-4
4,1,5,Chargers,Colts,Chiefs,Chargers,Chargers,Cowboys,Eagles,Saints,Cowboys,Cowboys,Chargers,1.6864848e-4
5,1,4,Ravens,Texans,Ravens,Pats,Ravens,Cowboys,Eagles,Saints,Cowboys,Cowboys,Ravens,3.2707584e-4
5,1,4,Chargers,Texans,Chargers,Pats,Chargers,Cowboys,Eagles,Saints,Cowboys,Cowboys,Chargers,2.1805056000000003e-4
5,0,5,Ravens,Colts,Colts,Pats,Colts,Cowboys,Eagles,Saints,Cowboys,Cowboys,Colts,1.752192e-4
5,0,5,Chargers,Colts,Colts,Pats,Colts,Cowboys,Eagles,Saints,Cowboys,Cowboys,Colts,1.1681280000000001e-4
2,7,1,Ravens,Texans,Chiefs,Pats,Chiefs,Seahawks,Eagles,Saints,Seahawks,Seahawks,Chiefs,7.631769600000002e-4
2,7,1,Chargers,Texans,Chiefs,Pats,Chiefs,Seahawks,Eagles,Saints,Seahawks,Seahawks,Chiefs,5.087846400000002e-4
2,6,2,Ravens,Colts,Chiefs,Pats,Chiefs,Seahawks,Eagles,Saints,Seahawks,Seahawks,Chiefs,5.996390400000002e-4
2,6,2,Chargers,Colts,Chiefs,Pats,Chiefs,Seahawks,Eagles,Saints,Seahawks,Seahawks,Chiefs,3.997593600000001e-4
1,8,1,Ravens,Texans,Chiefs,Texans,Chiefs,Seahawks,Eagles,Saints,Seahawks,Seahawks,Chiefs,3.8329200000000003e-4
1,8,1,Chargers,Texans,Chiefs,Texans,Chiefs,Seahawks,Eagles,Saints,Seahawks,Seahawks,Chiefs,2.5552800000000004e-4
1,6,3,Ravens,Colts,Chiefs,Ravens,Chiefs,Seahawks,Eagles,Saints,Seahawks,Seahawks,Chiefs,3.7477440000000006e-4
1,6,3,Chargers,Colts,Chiefs,Chargers,Chiefs,Seahawks,Eagles,Saints,Seahawks,Seahawks,Chiefs,2.6546520000000006e-4
4,5,1,Ravens,Texans,Chiefs,Pats,Pats,Seahawks,Eagles,Saints,Seahawks,Seahawks,Pats,5.258766240000002e-4
4,5,1,Chargers,Texans,Chiefs,Pats,Pats,Seahawks,Eagles,Saints,Seahawks,Seahawks,Pats,3.5058441600000016e-4
4,4,2,Ravens,Colts,Chiefs,Pats,Pats,Seahawks,Eagles,Saints,Seahawks,Seahawks,Pats,4.131887760000001e-4
4,4,2,Chargers,Colts,Chiefs,Pats,Pats,Seahawks,Eagles,Saints,Seahawks,Seahawks,Pats,2.754591840000001e-4
4,4,2,Ravens,Texans,Ravens,Pats,Pats,Seahawks,Eagles,Saints,Seahawks,Seahawks,Pats,3.338899200000001e-4
4,4,2,Chargers,Texans,Chargers,Pats,Pats,Seahawks,Eagles,Saints,Seahawks,Seahawks,Pats,2.365053600000001e-4
4,3,3,Ravens,Colts,Colts,Pats,Pats,Seahawks,Eagles,Saints,Seahawks,Seahawks,Pats,2.2358700000000005e-4
4,3,3,Chargers,Colts,Colts,Pats,Pats,Seahawks,Eagles,Saints,Seahawks,Seahawks,Pats,1.4905800000000004e-4
1,8,1,Ravens,Texans,Chiefs,Texans,Texans,Seahawks,Eagles,Saints,Seahawks,Seahawks,Texans,2.012283e-4
1,8,1,Chargers,Texans,Chiefs,Texans,Texans,Seahawks,Eagles,Saints,Seahawks,Seahawks,Texans,1.3415220000000003e-4
1,4,5,Ravens,Colts,Chiefs,Ravens,Ravens,Seahawks,Eagles,Saints,Seahawks,Seahawks,Ravens,2.9513484e-4
1,4,5,Chargers,Colts,Chiefs,Chargers,Chargers,Seahawks,Eagles,Saints,Seahawks,Seahawks,Chargers,1.9675656000000004e-4
2,4,4,Ravens,Texans,Ravens,Pats,Ravens,Seahawks,Eagles,Saints,Seahawks,Seahawks,Ravens,3.8158848000000007e-4
2,4,4,Chargers,Texans,Chargers,Pats,Chargers,Seahawks,Eagles,Saints,Seahawks,Seahawks,Chargers,2.5439232000000006e-4
2,3,5,Ravens,Colts,Colts,Pats,Colts,Seahawks,Eagles,Saints,Seahawks,Seahawks,Colts,2.0442240000000003e-4
2,3,5,Chargers,Colts,Colts,Pats,Colts,Seahawks,Eagles,Saints,Seahawks,Seahawks,Colts,1.3628160000000002e-4
4,4,3,Ravens,Texans,Chiefs,Pats,Chiefs,Cowboys,Bears,Cowboys,Rams,Cowboys,Chiefs,9.28714752e-4
4,4,3,Chargers,Texans,Chiefs,Pats,Chiefs,Cowboys,Bears,Cowboys,Rams,Cowboys,Chiefs,6.19143168e-4
4,3,4,Ravens,Colts,Chiefs,Pats,Chiefs,Cowboys,Bears,Cowboys,Rams,Cowboys,Chiefs,7.297044479999999e-4
4,3,4,Chargers,Colts,Chiefs,Pats,Chiefs,Cowboys,Bears,Cowboys,Rams,Cowboys,Chiefs,4.8646963200000003e-4
3,5,3,Ravens,Texans,Chiefs,Texans,Chiefs,Cowboys,Bears,Cowboys,Rams,Cowboys,Chiefs,4.6643039999999997e-4
3,5,3,Chargers,Texans,Chiefs,Texans,Chiefs,Cowboys,Bears,Cowboys,Rams,Cowboys,Chiefs,3.109536e-4
3,3,5,Ravens,Colts,Chiefs,Ravens,Chiefs,Cowboys,Bears,Cowboys,Rams,Cowboys,Chiefs,4.5606528e-4
3,3,5,Chargers,Colts,Chiefs,Chargers,Chiefs,Cowboys,Bears,Cowboys,Rams,Cowboys,Chiefs,3.2304624e-4
6,2,3,Ravens,Texans,Chiefs,Pats,Pats,Cowboys,Bears,Cowboys,Rams,Cowboys,Pats,6.399425088000001e-4
6,2,3,Chargers,Texans,Chiefs,Pats,Pats,Cowboys,Bears,Cowboys,Rams,Cowboys,Pats,4.266283392000001e-4
6,1,4,Ravens,Colts,Chiefs,Pats,Pats,Cowboys,Bears,Cowboys,Rams,Cowboys,Pats,5.028119712e-4
6,1,4,Chargers,Colts,Chiefs,Pats,Pats,Cowboys,Bears,Cowboys,Rams,Cowboys,Pats,3.352079808e-4
6,1,4,Ravens,Texans,Ravens,Pats,Pats,Cowboys,Bears,Cowboys,Rams,Cowboys,Pats,4.0631270400000004e-4
6,1,4,Chargers,Texans,Chargers,Pats,Pats,Cowboys,Bears,Cowboys,Rams,Cowboys,Pats,2.8780483200000005e-4
6,0,5,Ravens,Colts,Colts,Pats,Pats,Cowboys,Bears,Cowboys,Rams,Cowboys,Pats,2.720844e-4
6,0,5,Chargers,Colts,Colts,Pats,Pats,Cowboys,Bears,Cowboys,Rams,Cowboys,Pats,1.813896e-4
3,5,3,Ravens,Texans,Chiefs,Texans,Texans,Cowboys,Bears,Cowboys,Rams,Cowboys,Texans,2.4487595999999993e-4
3,5,3,Chargers,Texans,Chiefs,Texans,Texans,Cowboys,Bears,Cowboys,Rams,Cowboys,Texans,1.6325063999999997e-4
3,1,7,Ravens,Colts,Chiefs,Ravens,Ravens,Cowboys,Bears,Cowboys,Rams,Cowboys,Ravens,3.5915140799999993e-4
3,1,7,Chargers,Colts,Chiefs,Chargers,Chargers,Cowboys,Bears,Cowboys,Rams,Cowboys,Chargers,2.3943427199999998e-4
4,1,6,Ravens,Texans,Ravens,Pats,Ravens,Cowboys,Bears,Cowboys,Rams,Cowboys,Ravens,4.64357376e-4
4,1,6,Chargers,Texans,Chargers,Pats,Chargers,Cowboys,Bears,Cowboys,Rams,Cowboys,Chargers,3.09571584e-4
4,0,7,Ravens,Colts,Colts,Pats,Colts,Cowboys,Bears,Cowboys,Rams,Cowboys,Colts,2.4876288e-4
4,0,7,Chargers,Colts,Colts,Pats,Colts,Cowboys,Bears,Cowboys,Rams,Cowboys,Colts,1.6584192e-4
1,7,3,Ravens,Texans,Chiefs,Pats,Chiefs,Seahawks,Bears,Seahawks,Rams,Seahawks,Chiefs,0.0010835005440000003
1,7,3,Chargers,Texans,Chiefs,Pats,Chiefs,Seahawks,Bears,Seahawks,Rams,Seahawks,Chiefs,7.223336960000002e-4
1,6,4,Ravens,Colts,Chiefs,Pats,Chiefs,Seahawks,Bears,Seahawks,Rams,Seahawks,Chiefs,8.513218560000001e-4
1,6,4,Chargers,Colts,Chiefs,Pats,Chiefs,Seahawks,Bears,Seahawks,Rams,Seahawks,Chiefs,5.675479040000001e-4
0,8,3,Ravens,Texans,Chiefs,Texans,Chiefs,Seahawks,Bears,Seahawks,Rams,Seahawks,Chiefs,5.441688e-4
0,8,3,Chargers,Texans,Chiefs,Texans,Chiefs,Seahawks,Bears,Seahawks,Rams,Seahawks,Chiefs,3.6277920000000005e-4
0,6,5,Ravens,Colts,Chiefs,Ravens,Chiefs,Seahawks,Bears,Seahawks,Rams,Seahawks,Chiefs,5.3207616e-4
0,6,5,Chargers,Colts,Chiefs,Chargers,Chiefs,Seahawks,Bears,Seahawks,Rams,Seahawks,Chiefs,3.7688728000000003e-4
3,5,3,Ravens,Texans,Chiefs,Pats,Pats,Seahawks,Bears,Seahawks,Rams,Seahawks,Pats,7.465995936000001e-4
3,5,3,Chargers,Texans,Chiefs,Pats,Pats,Seahawks,Bears,Seahawks,Rams,Seahawks,Pats,4.977330624000001e-4
3,4,4,Ravens,Colts,Chiefs,Pats,Pats,Seahawks,Bears,Seahawks,Rams,Seahawks,Pats,5.866139664000001e-4
3,4,4,Chargers,Colts,Chiefs,Pats,Pats,Seahawks,Bears,Seahawks,Rams,Seahawks,Pats,3.910759776000001e-4
3,4,4,Ravens,Texans,Ravens,Pats,Pats,Seahawks,Bears,Seahawks,Rams,Seahawks,Pats,4.740314880000001e-4
3,4,4,Chargers,Texans,Chargers,Pats,Pats,Seahawks,Bears,Seahawks,Rams,Seahawks,Pats,3.357723040000001e-4
3,3,5,Ravens,Colts,Colts,Pats,Pats,Seahawks,Bears,Seahawks,Rams,Seahawks,Pats,3.174318e-4
3,3,5,Chargers,Colts,Colts,Pats,Pats,Seahawks,Bears,Seahawks,Rams,Seahawks,Pats,2.1162120000000004e-4
0,8,3,Ravens,Texans,Chiefs,Texans,Texans,Seahawks,Bears,Seahawks,Rams,Seahawks,Texans,2.8568862e-4
0,8,3,Chargers,Texans,Chiefs,Texans,Texans,Seahawks,Bears,Seahawks,Rams,Seahawks,Texans,1.9045908e-4
0,4,7,Ravens,Colts,Chiefs,Ravens,Ravens,Seahawks,Bears,Seahawks,Rams,Seahawks,Ravens,4.19009976e-4
0,4,7,Chargers,Colts,Chiefs,Chargers,Chargers,Seahawks,Bears,Seahawks,Rams,Seahawks,Chargers,2.79339984e-4
1,4,6,Ravens,Texans,Ravens,Pats,Ravens,Seahawks,Bears,Seahawks,Rams,Seahawks,Ravens,5.41750272e-4
1,4,6,Chargers,Texans,Chargers,Pats,Chargers,Seahawks,Bears,Seahawks,Rams,Seahawks,Chargers,3.6116684800000003e-4
1,3,7,Ravens,Colts,Colts,Pats,Colts,Seahawks,Bears,Seahawks,Rams,Seahawks,Colts,2.9022336e-4
1,3,7,Chargers,Colts,Colts,Pats,Colts,Seahawks,Bears,Seahawks,Rams,Seahawks,Colts,1.9348224000000002e-4
2,4,2,Ravens,Texans,Chiefs,Pats,Chiefs,Cowboys,Eagles,Eagles,Rams,Eagles,Chiefs,9.591644160000003e-4
2,4,2,Chargers,Texans,Chiefs,Pats,Chiefs,Cowboys,Eagles,Eagles,Rams,Eagles,Chiefs,6.394429440000002e-4
2,3,3,Ravens,Colts,Chiefs,Pats,Chiefs,Cowboys,Eagles,Eagles,Rams,Eagles,Chiefs,7.536291840000001e-4
2,3,3,Chargers,Colts,Chiefs,Pats,Chiefs,Cowboys,Eagles,Eagles,Rams,Eagles,Chiefs,5.024194560000002e-4
1,5,2,Ravens,Texans,Chiefs,Texans,Chiefs,Cowboys,Eagles,Eagles,Rams,Eagles,Chiefs,4.8172320000000005e-4
1,5,2,Chargers,Texans,Chiefs,Texans,Chiefs,Cowboys,Eagles,Eagles,Rams,Eagles,Chiefs,3.2114880000000005e-4
1,3,4,Ravens,Colts,Chiefs,Ravens,Chiefs,Cowboys,Eagles,Eagles,Rams,Eagles,Chiefs,4.7101824000000004e-4
1,3,4,Chargers,Colts,Chiefs,Chargers,Chiefs,Cowboys,Eagles,Eagles,Rams,Eagles,Chiefs,3.336379200000001e-4
4,2,2,Ravens,Texans,Chiefs,Pats,Pats,Cowboys,Eagles,Eagles,Rams,Eagles,Pats,6.609242304000002e-4
4,2,2,Chargers,Texans,Chiefs,Pats,Pats,Cowboys,Eagles,Eagles,Rams,Eagles,Pats,4.4061615360000013e-4
4,1,3,Ravens,Colts,Chiefs,Pats,Pats,Cowboys,Eagles,Eagles,Rams,Eagles,Pats,5.192976096000001e-4
4,1,3,Chargers,Colts,Chiefs,Pats,Pats,Cowboys,Eagles,Eagles,Rams,Eagles,Pats,3.461984064000001e-4
4,1,3,Ravens,Texans,Ravens,Pats,Pats,Cowboys,Eagles,Eagles,Rams,Eagles,Pats,4.196344320000001e-4
4,1,3,Chargers,Texans,Chargers,Pats,Pats,Cowboys,Eagles,Eagles,Rams,Eagles,Pats,2.972410560000001e-4
4,0,4,Ravens,Colts,Colts,Pats,Pats,Cowboys,Eagles,Eagles,Rams,Eagles,Pats,2.8100520000000004e-4
4,0,4,Chargers,Colts,Colts,Pats,Pats,Cowboys,Eagles,Eagles,Rams,Eagles,Pats,1.8733680000000005e-4
1,5,2,Ravens,Texans,Chiefs,Texans,Texans,Cowboys,Eagles,Eagles,Rams,Eagles,Texans,2.5290468e-4
1,5,2,Chargers,Texans,Chiefs,Texans,Texans,Cowboys,Eagles,Eagles,Rams,Eagles,Texans,1.6860312000000003e-4
1,1,6,Ravens,Colts,Chiefs,Ravens,Ravens,Cowboys,Eagles,Eagles,Rams,Eagles,Ravens,3.70926864e-4
1,1,6,Chargers,Colts,Chiefs,Chargers,Chargers,Cowboys,Eagles,Eagles,Rams,Eagles,Chargers,2.4728457600000004e-4
2,1,5,Ravens,Texans,Ravens,Pats,Ravens,Cowboys,Eagles,Eagles,Rams,Eagles,Ravens,4.795822080000001e-4
2,1,5,Chargers,Texans,Chargers,Pats,Chargers,Cowboys,Eagles,Eagles,Rams,Eagles,Chargers,3.197214720000001e-4
2,0,6,Ravens,Colts,Colts,Pats,Colts,Cowboys,Eagles,Eagles,Rams,Eagles,Colts,2.5691904000000004e-4
2,0,6,Chargers,Colts,Colts,Pats,Colts,Cowboys,Eagles,Eagles,Rams,Eagles,Colts,1.7127936000000004e-4
1,5,2,Ravens,Texans,Chiefs,Pats,Chiefs,Seahawks,Eagles,Eagles,Rams,Eagles,Chiefs,8.170659840000001e-4
1,5,2,Chargers,Texans,Chiefs,Pats,Chiefs,Seahawks,Eagles,Eagles,Rams,Eagles,Chiefs,5.447106560000002e-4
1,4,3,Ravens,Colts,Chiefs,Pats,Chiefs,Seahawks,Eagles,Eagles,Rams,Eagles,Chiefs,6.419804160000001e-4
1,4,3,Chargers,Colts,Chiefs,Pats,Chiefs,Seahawks,Eagles,Eagles,Rams,Eagles,Chiefs,4.2798694400000007e-4
0,6,2,Ravens,Texans,Chiefs,Texans,Chiefs,Seahawks,Eagles,Eagles,Rams,Eagles,Chiefs,4.103568e-4
0,6,2,Chargers,Texans,Chiefs,Texans,Chiefs,Seahawks,Eagles,Eagles,Rams,Eagles,Chiefs,2.7357120000000003e-4
0,4,4,Ravens,Colts,Chiefs,Ravens,Chiefs,Seahawks,Eagles,Eagles,Rams,Eagles,Chiefs,4.0123776000000003e-4
0,4,4,Chargers,Colts,Chiefs,Chargers,Chiefs,Seahawks,Eagles,Eagles,Rams,Eagles,Chiefs,2.842100800000001e-4
3,3,2,Ravens,Texans,Chiefs,Pats,Pats,Seahawks,Eagles,Eagles,Rams,Eagles,Pats,5.630095296000001e-4
3,3,2,Chargers,Texans,Chiefs,Pats,Pats,Seahawks,Eagles,Eagles,Rams,Eagles,Pats,3.7533968640000013e-4
3,2,3,Ravens,Colts,Chiefs,Pats,Pats,Seahawks,Eagles,Eagles,Rams,Eagles,Pats,4.4236463040000005e-4
3,2,3,Chargers,Colts,Chiefs,Pats,Pats,Seahawks,Eagles,Eagles,Rams,Eagles,Pats,2.9490975360000005e-4
3,2,3,Ravens,Texans,Ravens,Pats,Pats,Seahawks,Eagles,Eagles,Rams,Eagles,Pats,3.5746636800000007e-4
3,2,3,Chargers,Texans,Chargers,Pats,Pats,Seahawks,Eagles,Eagles,Rams,Eagles,Pats,2.532053440000001e-4
3,1,4,Ravens,Colts,Colts,Pats,Pats,Seahawks,Eagles,Eagles,Rams,Eagles,Pats,2.3937480000000002e-4
3,1,4,Chargers,Colts,Colts,Pats,Pats,Seahawks,Eagles,Eagles,Rams,Eagles,Pats,1.5958320000000002e-4
0,6,2,Ravens,Texans,Chiefs,Texans,Texans,Seahawks,Eagles,Eagles,Rams,Eagles,Texans,2.1543732e-4
0,6,2,Chargers,Texans,Chiefs,Texans,Texans,Seahawks,Eagles,Eagles,Rams,Eagles,Texans,1.4362488000000003e-4
0,2,6,Ravens,Colts,Chiefs,Ravens,Ravens,Seahawks,Eagles,Eagles,Rams,Eagles,Ravens,3.15974736e-4
0,2,6,Chargers,Colts,Chiefs,Chargers,Chargers,Seahawks,Eagles,Eagles,Rams,Eagles,Chargers,2.1064982400000002e-4
1,2,5,Ravens,Texans,Ravens,Pats,Ravens,Seahawks,Eagles,Eagles,Rams,Eagles,Ravens,4.0853299200000007e-4
1,2,5,Chargers,Texans,Chargers,Pats,Chargers,Seahawks,Eagles,Eagles,Rams,Eagles,Chargers,2.7235532800000005e-4
1,1,6,Ravens,Colts,Colts,Pats,Colts,Seahawks,Eagles,Eagles,Rams,Eagles,Colts,2.1885696e-4
1,1,6,Chargers,Colts,Colts,Pats,Colts,Seahawks,Eagles,Eagles,Rams,Eagles,Colts,1.4590464000000002e-4
5,3,3,Ravens,Texans,Chiefs,Pats,Chiefs,Cowboys,Bears,Saints,Rams,Saints,Saints,0.0034227782184960004
5,3,3,Chargers,Texans,Chiefs,Pats,Chiefs,Cowboys,Bears,Saints,Rams,Saints,Saints,0.0022818521456640004
5,2,4,Ravens,Colts,Chiefs,Pats,Chiefs,Cowboys,Bears,Saints,Rams,Saints,Saints,0.002689325743104
5,2,4,Chargers,Colts,Chiefs,Pats,Chiefs,Cowboys,Bears,Saints,Rams,Saints,Saints,0.001792883828736
4,4,3,Ravens,Texans,Chiefs,Texans,Chiefs,Cowboys,Bears,Saints,Rams,Saints,Saints,0.0017190292391999998
4,4,3,Chargers,Texans,Chiefs,Texans,Chiefs,Cowboys,Bears,Saints,Rams,Saints,Saints,0.0011460194928
4,2,5,Ravens,Colts,Chiefs,Ravens,Chiefs,Cowboys,Bears,Saints,Rams,Saints,Saints,0.00168082858944
4,2,5,Chargers,Colts,Chiefs,Chargers,Chiefs,Cowboys,Bears,Saints,Rams,Saints,Saints,0.00119058691752
6,2,3,Ravens,Texans,Chiefs,Pats,Pats,Cowboys,Bears,Saints,Rams,Saints,Saints,0.002505374921952
6,2,3,Chargers,Texans,Chiefs,Pats,Pats,Cowboys,Bears,Saints,Rams,Saints,Saints,0.001670249947968
6,1,4,Ravens,Colts,Chiefs,Pats,Pats,Cowboys,Bears,Saints,Rams,Saints,Saints,0.001968508867248
6,1,4,Chargers,Colts,Chiefs,Pats,Pats,Cowboys,Bears,Saints,Rams,Saints,Saints,0.001312339244832
6,1,4,Ravens,Texans,Ravens,Pats,Pats,Cowboys,Bears,Saints,Rams,Saints,Saints,0.00159071423616
6,1,4,Chargers,Texans,Chargers,Pats,Pats,Cowboys,Bears,Saints,Rams,Saints,Saints,0.0011267559172800001
6,0,5,Ravens,Colts,Colts,Pats,Pats,Cowboys,Bears,Saints,Rams,Saints,Saints,0.0010652104259999998
6,0,5,Chargers,Colts,Colts,Pats,Pats,Cowboys,Bears,Saints,Rams,Saints,Saints,7.101402839999999e-4
4,4,3,Ravens,Texans,Chiefs,Texans,Texans,Cowboys,Bears,Saints,Rams,Saints,Saints,0.0010799029836
4,4,3,Chargers,Texans,Chiefs,Texans,Texans,Cowboys,Bears,Saints,Rams,Saints,Saints,7.199353224e-4
4,1,6,Ravens,Colts,Chiefs,Ravens,Ravens,Cowboys,Bears,Saints,Rams,Saints,Saints,0.00124445962872
4,1,6,Chargers,Colts,Chiefs,Chargers,Chargers,Cowboys,Bears,Saints,Rams,Saints,Saints,9.0506154816e-4
5,1,5,Ravens,Texans,Ravens,Pats,Ravens,Cowboys,Bears,Saints,Rams,Saints,Saints,0.0016089983078400002
5,1,5,Chargers,Texans,Chargers,Pats,Chargers,Cowboys,Bears,Saints,Rams,Saints,Saints,0.0011701805875200001
5,0,6,Ravens,Colts,Colts,Pats,Colts,Cowboys,Bears,Saints,Rams,Saints,Saints,7.836030719999999e-4
5,0,6,Chargers,Colts,Colts,Pats,Colts,Cowboys,Bears,Saints,Rams,Saints,Saints,5.224020480000001e-4
4,4,3,Ravens,Texans,Chiefs,Pats,Chiefs,Seahawks,Bears,Saints,Rams,Saints,Saints,0.002915699963904
4,4,3,Chargers,Texans,Chiefs,Pats,Chiefs,Seahawks,Bears,Saints,Rams,Saints,Saints,0.0019437999759360002
4,3,4,Ravens,Colts,Chiefs,Pats,Chiefs,Seahawks,Bears,Saints,Rams,Saints,Saints,0.002290907114496
4,3,4,Chargers,Colts,Chiefs,Pats,Chiefs,Seahawks,Bears,Saints,Rams,Saints,Saints,0.0015272714096640002
3,5,3,Ravens,Texans,Chiefs,Texans,Chiefs,Seahawks,Bears,Saints,Rams,Saints,Saints,0.0014643582407999998
3,5,3,Chargers,Texans,Chiefs,Texans,Chiefs,Seahawks,Bears,Saints,Rams,Saints,Saints,9.762388271999999e-4
